,MarketName,x,y,WIC,Organic,Vegetables,Meat,Fruits,Grains
2479,SOCO Farmers' Market,-117.927099,33.694866999999995,Y,Y,Y,Y,Y,N
2481,Sodus Farmers' Market,-77.062753,43.237102,N,N,Y,N,Y,N
2483,SoKY Marketplace Farmer's Market,-86.438462,36.970919,Y,Y,Y,Y,Y,Y
2485,Solana Beach Farmers Market,-117.269204,32.987194,N,Y,Y,Y,Y,N
2487,Soldotna Saturday Farmers Market,-151.067584,60.49304,Y,Y,Y,N,N,N
2489,Somerset County Farmers' Market Inc.,-79.072141,40.022787,N,N,Y,Y,Y,N
2491,Somerville Mobile Farmers' Market - Council on Aging,-71.125686,42.40098,Y,-,Y,N,Y,N
2493,Somerville Mobile Farmers' Market - East Somerville Community School,-71.087099,42.385778,Y,-,Y,N,Y,N
2495,Somerville Mobile Farmers' Market - Mystic,-71.091856,42.396251,Y,Y,Y,N,Y,N
2497,Somerville Mobile Farmers' Market - North Street,-71.131331,42.407206,Y,-,Y,N,Y,N
2499,Soutel Community Market,-81.72001,30.403740000000003,N,-,Y,N,Y,N
2501,South Berkeley Farmers' Market,-122.27193100000001,37.847765,Y,Y,Y,Y,Y,Y
2503,South Cumberland Farmers Market,-85.91722299999999,35.193923,N,Y,Y,Y,Y,N
2505,South East Area Farmers' Market,-85.6394126,42.9464659,Y,-,Y,N,Y,Y
2507,South End Market at Atherton,-80.860801,35.209109999999995,N,Y,Y,Y,Y,Y
2509,South Fork Fun Food & Brew,-97.745633,30.631014,N,-,Y,Y,Y,N
2511,South Hill Farmers Market,-78.13014220000001,36.7244013,N,Y,Y,Y,Y,Y
2513,South Kingstown Farmers Market  at Marina Park ,-71.49696,41.428191999999996,Y,-,Y,N,Y,N
2515,South Lyon Farmers and Artisans Market,-83.65316899999999,42.461015,N,-,Y,Y,Y,N
2517,South Miami Farmers Market,-80.291066,25.704072,N,Y,Y,Y,Y,Y
2519,South Milwaukee Downtown Market,-87.862688,42.9107287,Y,Y,Y,Y,Y,N
2521,South Side Farmers' Market,-75.66686429999999,41.400350700000004,N,Y,Y,Y,Y,N
2523,South St. Joseph Farmers Market at the Junction,-94.865955,39.718654,N,N,Y,N,Y,N
2525,Southern Tier Farmers Market - Olean,-78.041832,42.211214,Y,N,Y,N,Y,N
2527,Southshore Outdoor Market,-87.888847,42.697348,Y,-,Y,N,Y,N
2529,Southwest Plaza Farmers Market,-105.09573,39.611903999999996,N,Y,Y,Y,Y,N
2531,Southwest Virginia Farmers' Market,-80.772836,36.742228000000004,N,-,Y,N,Y,Y
2533,Sowing Seeds Growing Futures Farmers Market,-83.130895,42.362216,Y,N,Y,N,Y,N
2535,Spanish Peaks Farm Stand,-104.831846,37.600390999999995,N,-,Y,N,Y,N
2537,Speedway Farmers Market,-86.24754200000001,39.793698,Y,Y,Y,Y,Y,N
2539,Spotsylvania Farmers Market - Spotsylvania Regional Medical Center,-77.495899,38.219747,N,-,Y,Y,Y,N
2541,Spotsylvania Farmers Market - VDOT Commuter Parking Lot,-77.563047,38.29038,N,N,Y,Y,Y,N
2543,Spotsylvania Farmers Market - VDOT Commuter Parking Lot,-77.559528,38.289909,N,-,Y,Y,Y,N
2545,Springdale Farmers’ Market,-94.11845,36.18745,Y,N,Y,N,Y,N
2547,Square Market,-89.95209799999999,34.316885,N,-,Y,N,Y,N
2549,St. Johns Farmers Market,-122.75448529999998,45.590109600000005,Y,Y,Y,Y,Y,Y
2551,St. Louis Farmers Market,-84.60826899999999,43.410742,Y,N,Y,Y,Y,N
2553,St. Maries Farmers Market,-116.586445,47.318286,N,-,Y,N,Y,N
2555,St. Matthews Farmers Market,-85.646194,38.251785,N,Y,Y,Y,Y,N
2557,St. Michaels Farmers Market,-76.225202,38.785160999999995,Y,Y,Y,Y,Y,N
2561,St. Petersburg Saturday Morning Market,-82.633652,27.769964,N,Y,Y,Y,Y,N
2563,Stafford Community Farmers' Market,-72.304724,41.953553,Y,N,Y,Y,Y,N
2565,Stanly Commons Farmers Market,-80.197218,35.366184000000004,Y,N,Y,Y,Y,N
2567,STCC Farmers' Market,-72.581067,42.108668,Y,-,Y,Y,Y,N
2569,STCC Open Air Market,-77.47756899999999,40.050647,Y,Y,Y,Y,Y,N
2571,Steelville Farmer & Artist Saturday Morning Market,-91.358368,37.967138,N,-,Y,N,Y,N
2573,Steelville Farmer & Artist Wednesday Night Market,-91.359291,37.966076,N,-,Y,N,Y,N
2575,Stones River Market,-86.416062,35.852209,N,Y,Y,Y,Y,Y
2577,Stow Community Farmers Market,-81.452156,41.168794,N,-,Y,Y,Y,N
2579,Stowe Farmers' Market,-72.71200400000001,44.473531,N,Y,Y,Y,Y,N
2581,Suffolk Farmers' Market,-76.58198900000001,36.737572,N,-,Y,Y,Y,N
2583,Summit Lake Neighborhood Farmers' Market,-81.54231800000001,41.058965,Y,Y,Y,N,Y,N
2585,Sumter Farmers Market,-80.373,33.9324793,Y,Y,Y,Y,Y,N
2587,Sunday Market on Main Street,-104.98187800000001,40.529078000000005,N,-,Y,Y,Y,Y
2589,Sunland Park Ardovino's DC Farmers' Market,-106.55743700000001,31.791358000000002,Y,Y,Y,Y,Y,Y
2591,Sunnyvale Farmers' Market,-122.026323,37.385784,Y,Y,Y,Y,Y,N
2593,Superior Farm-to-Fantastic Farmer's Market,-111.1103,33.285146000000005,N,-,Y,N,Y,N
2595,Surfside Beach Farmers Market,-78.97436409999999,33.606961600000005,Y,-,Y,Y,Y,N
2597,Surfside Sunset Market,-82.024341,26.608161,N,-,Y,Y,Y,N
2599,Surprise Valley Farmers Market,-120.17166499999999,41.527832000000004,Y,N,Y,Y,Y,N
2601,Sustain Greenville Farmers Market,-88.557375,44.311141,Y,Y,N,N,N,N
2603,Suttons Bay Farmers Market,-85.647075,44.980185999999996,Y,Y,Y,Y,Y,N
2605,Suwanee Farmers Market,-84.063354,34.05617,N,-,Y,Y,Y,N
2607,Swarthmore Farmers Market,-75.348771,39.901671,Y,N,Y,Y,Y,N
2609,Sweetwater Sunday Market,-82.560612,27.999259000000002,N,Y,Y,N,Y,Y
2611,Tahoe City Farmers Market Thursday CFM,-120.14113,39.169938,Y,Y,Y,Y,Y,N
2613,Tamarack Junction Casino Farmers' Market,-119.755381,39.416292,N,Y,Y,N,Y,N
2615,Taos Farmers' Market,-105.57453899999999,36.407207,Y,-,Y,Y,Y,Y
2617,Taylorsville Farmers Market Inc.,-85.344893,38.03192,N,-,Y,Y,Y,N
2619,TD Saturday Market,-82.4000115,34.8485031,Y,Y,Y,Y,Y,Y
2621,Team Jaffrey Farmers Market,-72.023787,42.815213,N,-,Y,N,Y,N
2623,Telluride Farmers' Market,-107.81308600000001,37.936842999999996,Y,Y,Y,Y,Y,N
2625,Temescal Urban Village Farmers' Market ,-122.259736,37.839774,Y,Y,Y,Y,Y,Y
2627,Temple Terrace Farmers' Market,-82.394125,28.050964,N,N,Y,Y,Y,N
2629,Tenino Farmers Market,-122.855397,46.856294,Y,-,Y,Y,Y,N
2631,Terra Square Farmers Market,-85.8654557,42.8677383,Y,-,Y,Y,Y,N
2633,Terre Haute Farmers Market,-87.37607,39.464145,Y,Y,Y,Y,Y,Y
2635,Texas Farmers' Market at Lakeline,-97.80668299999999,30.469036,Y,Y,Y,Y,Y,Y
2637,Texas Farmers' Market at Mueller,-97.707309,30.296761,Y,Y,Y,Y,Y,Y
2639,Texas Township Farmers' Market,-85.687996,42.201444,Y,Y,Y,Y,Y,Y
2641,The 'Whee Market,-83.18569000000001,35.301188,N,-,Y,Y,Y,N
2643,The Albemarle Farmers Market,-78.44555600000001,38.126837,N,-,Y,N,Y,N
2645,The ALMH Market,-89.38516,40.154182,Y,Y,Y,Y,Y,N
2647,The American Legion Farmers Market,-80.361114,33.919521,N,-,Y,Y,Y,N
2649,The Ballpark Farmers & Artisan Market,-70.391653,43.514488,N,-,Y,N,Y,N
2651,The Berlin Farmers Market,-75.219388,38.325383,Y,Y,Y,N,Y,N
2653,The BLVD Market,-118.142518,34.69773,N,-,Y,N,Y,N
2655,The Capital Market of 20743,-76.913335,38.887555,Y,-,Y,N,Y,N
2657,The Clarksville Downtown Market,-87.361048,36.528219,N,Y,Y,Y,Y,Y
2659,The Corner Farmers Market,-79.828293,36.069019,N,Y,Y,Y,Y,Y
2661,The cornwall farmers market,-74.059815,41.442234,N,Y,Y,Y,Y,N
2663,The Creede Farmers and Local Artisan Market,-106.926949,37.852344,N,Y,Y,Y,Y,Y
2665,The East End Farmer’s Market,-85.508543,38.286927,N,N,Y,Y,Y,N
2667,The Fairfield Farmers Market,-84.563916,39.334042,N,N,Y,N,Y,N
2669,the Farm Market,-107.569106,32.920178,N,-,Y,N,Y,N
2671,The Farm Market at Mill No. 5,-71.31280500000001,42.641166,N,Y,Y,Y,Y,N
2673,The Farmers Market at Maryland,-76.947513,38.985968,N,N,Y,Y,Y,N
2675,The Farmers Market at Tiffany Farms,-72.101949,41.487852600000004,Y,N,Y,Y,Y,N
2677,The Farmers’ Market at Rutherfurd Hall,-74.813622,40.914599,N,-,Y,Y,Y,N
2679,The Fountain Farmers' Market,-75.16317099999999,39.929934,Y,-,Y,N,Y,N
2681,The Fresh MARTA Market - Bankhead Rail Station   Wednesdays  3:00-7:00p.m.,-84.426967,33.773326000000004,N,Y,Y,N,Y,N
2683,The Fresh MARTA Market - College Park Rail Station   Thursdays  3:00-7:00p.m.,-84.46008,33.638149,N,Y,Y,N,Y,N
2685,The Fresh MARTA Market - Five Points Rail Station   Fridays  3:00-7:00p.m.,-84.390574,33.755202000000004,N,Y,Y,N,Y,N
2687,The Fresh MARTA Market - H.E. Holmes Rail Station   Wednesdays  3:00-7:00p.m.,-84.476405,33.764764,N,Y,Y,N,Y,N
2689,The Fresh MARTA Market - Tuesdays - West End Station,-84.416667,33.728652000000004,N,-,Y,N,Y,N
2691,The Groves Marketplace,-95.19455699999999,29.975941,N,Y,Y,Y,Y,N
2693,The Indian Shores Sunday Morning Market,-82.842837,27.84788,N,-,Y,N,Y,Y
2695,"The Lewis Co. Farmers Market, Inc.",-80.46576400000001,39.037553,Y,N,Y,Y,Y,N
2697,The Market at Long Valley,-74.770016,40.784492,N,-,Y,N,Y,Y
2699,The Market at Second Stage,-79.04880899999999,37.583162,N,-,Y,Y,Y,Y
2701,The Market at Town Square,-88.960382,43.845375,N,Y,Y,Y,Y,N
2703,"The Market in Petersburg, Alaska",-132.95591299999998,56.811930000000004,N,N,Y,N,N,N
2705,"The Marketplace at Lee Branch, Lee Branch Farmers Market",-86.66686800000001,33.40644,N,N,Y,Y,Y,N
2707,The Markets at Shrewsbury,-76.730703,39.793503,N,-,Y,Y,Y,Y
2709,The Monroe Farmers’ Market,-73.207774,41.332209999999996,Y,-,Y,N,Y,N
2711,The Orange Farmers Market,-72.3033449,42.590734000000005,Y,N,Y,Y,Y,N
2713,The Orchard Farmers Market,-104.992071,39.961115,N,-,Y,Y,Y,N
2715,The Original Gresham Farmers Market,-122.426975,45.499582000000004,Y,N,Y,Y,Y,Y
2717,The People’s Market,-86.49105300000001,39.164192,N,-,Y,Y,Y,N
2719,The Petaluma East Side Farmers' Market,-122.630899,38.252337,Y,Y,Y,Y,Y,Y
2721,The Springs Community Farmers' Market ,-122.48205300000001,38.31433,Y,Y,Y,Y,Y,N
2723,The Territory Farmers' Market,-90.31353,42.404443,N,N,Y,N,Y,N
2725,The Township of Little Falls Farmers Market,-74.23468299999999,40.882225,N,Y,Y,N,Y,N
2727,The Village Farmers Market on California Street,-119.827646,39.514749,N,Y,Y,N,Y,N
2729,The West River Farmers Market,-72.821619,43.228259,N,Y,Y,Y,Y,Y
2731,The Woodland Farmers Market,-121.7737712,38.679231099999996,Y,Y,Y,Y,Y,Y
2733,The Woodland Farmers Market at Woodland Healthcare,-121.79304499999999,38.663686,Y,Y,Y,N,Y,N
2735,Thief River Falls Farmers Market,-96.184263,48.118840999999996,N,-,Y,N,Y,N
2737,Thursday Marin Farmers Market,-122.53450500000001,38.001228999999995,Y,Y,Y,Y,Y,Y
2739,Tigard Farmers Market,-122.77214199999999,45.429956,N,N,Y,Y,Y,N
2741,Titusville Open Air Market,-79.701993,41.636277,Y,-,Y,Y,Y,N
2743,Tiverton Farmer's Market,-71.15004499999999,41.622867,N,Y,Y,N,Y,N
2745,Tontitown Farmers' Market,-94.232501,36.175764,N,Y,Y,N,Y,N
2747,Torrington WY Farmers Market,-104.184071,42.064541,N,N,Y,N,Y,N
2749,Tosa Farmers Market,-88.008346,43.048823999999996,Y,Y,Y,Y,Y,Y
2751,Town of Hillsville Farmers Market,-80.7362,36.766222,N,-,Y,N,Y,N
2753,Town of Wadley Farmers Market,-85.57305500000001,33.1234,N,N,Y,N,Y,N
2755,Townshend Farmers Market,-72.71171700000001,43.084255999999996,Y,-,Y,Y,Y,N
2757,Treasure Lake Farmers Market and Artisan Faire,-78.704999,41.201813,N,-,Y,Y,Y,N
2759,Tremont Farmers Market,-81.690301,41.479328,N,-,Y,N,Y,Y
2761,Trout Creek Farmers Market ,-115.587957,47.832429,N,-,Y,N,Y,N
2763,Troy Waterfront Farmers Market,-73.691288,42.732715,Y,Y,Y,Y,Y,Y
2765,Tuesday Farmers Market at Meridianville,-86.57513,34.859086,Y,-,Y,Y,Y,N
2767,Tuesday Market at Bloomington Community Farmers Market,-86.537883,39.167687,Y,Y,Y,Y,Y,Y
2769,Tuesday Morning Market at Library Park,-122.91373999999999,39.043566,Y,Y,Y,N,Y,N
2771,Tupelo Farmers' Depot,-88.704327,34.253733000000004,N,N,Y,N,Y,N
2773,Tuscaloosa River Market,-87.562834,33.216479,Y,Y,Y,Y,Y,N
2775,Twin Bridges ALL YEAR Farmers' Market,-112.33373,45.542747,Y,-,Y,Y,Y,Y
2777,Twin City Farmers Market,-89.697172,41.787255,N,-,Y,Y,Y,N
2779,Two Rivers Farmers/Crafter Market,-87.56939200000001,44.150114,Y,-,Y,N,Y,N
2781,Union County Farm & Craft Market,-81.614994,34.716023,Y,-,Y,Y,Y,N
2783,Union County Farmers Market,-83.95066899999999,34.886298,N,Y,Y,Y,Y,Y
2785,Union County Farmers' Market,-83.8228,36.237614,N,N,Y,Y,Y,N
2787,Union Farmers Market,-69.274562,44.211498,Y,Y,Y,Y,Y,N
2789,Union Square Farmers Market,-71.094533,42.379761,N,Y,Y,Y,Y,Y
2791,Union Street Farmers Market @ Celebration Pointe,-82.39551999999999,29.625490000000003,Y,Y,Y,Y,Y,N
2793,University Square Farmers' Market,-75.19488299999999,39.953276,Y,N,Y,N,Y,N
2795,Upper Arlington Farmers Market,-83.066903,40.013849,Y,Y,Y,Y,Y,N
2797,Uptown Greenville Umbrella Market,-77.373338,35.611005,N,-,Y,Y,Y,N
2799,Uptown Market,-82.16380579999999,34.1903885,Y,Y,Y,Y,Y,N
2801,Uptown Westerville Farmers' Market,-82.932051,40.12757,Y,N,Y,Y,Y,N
2803,Urban Harvest Farmers Market,-95.43110300000001,29.741093,N,Y,Y,Y,Y,N
2805,Urbana Farmers' Market,-91.873662,42.223981,Y,-,Y,N,Y,N
2807,Urbana Library Farmers' Market,-77.35446999999999,39.331635999999996,N,-,Y,Y,Y,N
2809,USDA Farmers Market,-77.028494,38.887743,N,N,Y,Y,Y,Y
2811,Utica Farmers Market,-75.225983,43.096382,Y,N,Y,N,Y,N
2813,Vance County Regional Farmers Market,-78.42440129999999,36.3378971,N,Y,Y,Y,Y,N
2815,Vanderbilt Farmers Market,-81.771054,26.246337,N,Y,Y,N,Y,Y
2817,Vashon Farmers Market - Saturday,-122.46075800000001,47.447921,Y,Y,Y,Y,Y,N
2819,Vermillion Area Farmers Market Summer Saturday Markets,-96.93415,42.779219,N,Y,Y,Y,Y,Y
2821,Vermillion Area Farmers Market Winter Markets,-96.9346099,42.7851033,N,Y,Y,Y,Y,Y
2823,Vermont Farmers Market,-72.980071,43.605826,Y,Y,Y,Y,Y,N
2825,Vermont Farmers Market,-72.98559200000001,43.607915999999996,N,-,Y,Y,Y,N
2827,Vernon County Farmers Market,-94.340102,37.843771999999994,N,N,Y,Y,Y,N
2829,Vernon Hills Park District Farmers Market,-87.962265,42.241619,N,-,Y,Y,Y,N
2831,Vicksburg Farmers' Market,-85.528345,42.126553,Y,N,N,Y,N,N
2833,Victoria Farmers' Market,-97.000968,28.821562,N,N,Y,Y,Y,Y
2835,Village Market- Slavic Village,-81.654595,41.455724,N,-,Y,N,Y,N
2837,Village of Constantine Farmers' Market,-85.670007,41.843957,N,N,Y,N,Y,N
2839,"Village of Lemont Farmers Market, ""Tuesday's on Talcott""",-87.998186,41.675519,N,-,Y,Y,Y,N
2841,Village of Skokie Farmers' Market,-87.756755,42.026029,N,N,Y,Y,Y,Y
2843,Vincennes Historic Farmers Market,-87.531359,38.680609999999994,Y,N,Y,Y,Y,Y
2845,Vine Street Market at O'Fallon Station,-89.908925,38.591615000000004,N,-,Y,Y,Y,Y
2847,Vineyard Farmers Market,-119.79104129999999,36.809760600000004,N,Y,Y,Y,Y,Y
2849,Vizcaya Village Farmers Market,-80.212735,25.747026,N,Y,Y,Y,Y,N
2851,Voluntown Farmers' Market ,-71.865502,41.573913,Y,N,Y,Y,Y,N
2853,Voorheesville Farmers Market,-73.930027,42.649656,N,N,Y,N,Y,N
2855,Wabasha Downtown Farmers Market ,-92.03263299999999,44.384124,Y,Y,Y,Y,Y,N
2857,Waco Downtown Farmers Market,-97.132941,31.556820000000002,Y,Y,Y,Y,Y,Y
2859,Wahiawa District Park (People's Open Market),-158.02258,21.500382000000002,N,N,Y,N,Y,N
2861,Wahoo Farmers Market,-96.617391,41.212078999999996,N,-,Y,N,Y,N
2863,Waiau District Park (People's Open Market),-157.952992,21.402403,N,N,Y,N,Y,N
2865,Waikele Community Park (People's Open Market),-157.971725,21.453708,N,N,Y,N,Y,N
2867,Waimanalo Beach Park (People's Open Market),-157.6946,21.331444,N,N,Y,N,Y,N
2869,Waipahu District Park (People's Open Market),-157.999449,21.387839000000003,N,N,Y,N,Y,N
2871,Wakefield ,-77.196229,38.832801,N,N,Y,Y,Y,N
2873,Wallingford Farmers Market ,-122.333359,47.663924,Y,Y,Y,Y,Y,Y
2875,Walnut Creek Certified Farmers' Market,-122.040479,37.902665999999996,Y,Y,Y,Y,Y,N
2877,Wapello County Farmers Market,-92.425855,41.017421999999996,Y,N,N,N,Y,N
2879,Washington on the Brazos Farmers Market,-96.403458,30.2145775,N,N,Y,Y,Y,N
2881,Waterfront Farmers Market of Gig Harbor,-122.581273,47.330952,Y,Y,Y,Y,Y,N
2883,Waterloo Rotary Farm Market,-76.865814,42.903737,Y,N,Y,N,Y,N
2885,"Watertown, CT Farmers' Market",-73.106489,41.62258,Y,-,Y,N,N,N
2887,Watford Market,-103.271392,47.797315000000005,N,N,Y,N,Y,N
2889,Waukon Farmers Market,-91.47287800000001,43.260191,Y,N,Y,N,Y,N
2891,Way Green Local Fare Market,-82.38185109999999,31.235752,N,-,Y,Y,Y,N
2893,Wayland Farmers Market on Main Street ,-85.642864,42.67262,Y,N,Y,N,Y,N
2895,Wayland Winter Farmers' Market,-71.36989200000001,42.363071000000005,Y,Y,Y,Y,Y,Y
2897,Wayne County Farmers Market,-111.42088999999999,38.299219,N,-,Y,Y,Y,N
2899,Wayne County Farmers Market,-75.251749,41.567023,Y,Y,Y,N,Y,N
2901,Wayne State University Farmers Market,-83.064645,42.356528000000004,N,-,Y,N,Y,N
2903,Waynesboro Farmers Market,-78.885734,38.068559,Y,-,Y,Y,Y,Y
2905,Waynesburg Farmers' Market,-80.186112,39.896462,N,-,Y,N,Y,N
2907,Weaver Library Farmers' Market,-71.375284,41.818877,Y,-,Y,Y,Y,N
2909,Webb City Farmers Market,-94.462592,37.140206,N,N,Y,Y,Y,N
2911,Webster Springs Farmer's Market,-80.415459,38.47842,Y,N,Y,N,Y,N
2913,"Webster's Joe Obbie Farmers' Market, Inc.",-77.45294799999999,43.212229,Y,-,Y,Y,Y,N
2915,"Wednesday, Indiana County Farmers' Market",-79.15934399999999,40.610507,Y,N,Y,N,Y,N
2917,Weiser Farmer's Market,-116.97113,44.244083,N,-,Y,N,Y,N
2919,Welcome Center Farmers Market,-95.84818100000001,41.583892999999996,Y,N,Y,N,Y,N
2921,Wellfleet Farmers' Market,-70.02799499999999,41.939238,Y,Y,Y,Y,Y,N
2923,Wellington Square Certified Farmers Market,-118.334753,34.03979,Y,Y,Y,N,Y,N
2925,WesMar Farms Farm Stand,-91.979567,31.035239,N,-,Y,N,Y,N
2927,West End Farmers Market,-79.958472,37.27783,N,-,Y,Y,Y,Y
2929,West LA Farmers Market,-118.45067399999999,34.045724,N,Y,Y,N,Y,N
2931,West Lafayette Farmers Market,-86.915836,40.461469,Y,Y,Y,Y,Y,Y
2933,West Orange Farmers Market,-74.23813100000001,40.780392,Y,-,Y,Y,Y,Y
2935,West Plains Area Farmers' Market,-91.835774,36.723987,N,Y,Y,N,Y,N
2937,West Point Farmers Market,-96.70591800000001,41.837740999999994,N,-,Y,N,Y,N
2939,West Point-Town of Highlands Farmers Market,-73.96631,41.36957,Y,Y,Y,Y,Y,N
2941,West Town Health & Farmers Market,-87.68439599999999,41.902871999999995,Y,Y,Y,N,Y,N
2943,West Warwick Farmers Market,-71.516856,41.713691,Y,-,Y,N,Y,N
2945,Westbrook Village Second Sundays Marketplace,-112.265596,33.658196999999994,N,-,Y,N,Y,N
2947,Westchase District Farmers Market,-95.560152,29.736539,N,-,Y,Y,Y,Y
2949,Westcliffe Farm and Maker's Market,-105.46641100000001,38.136152,N,-,Y,Y,Y,N
2951,Westerly Land Trust Farmers Market,-71.83171999999999,41.375089,Y,Y,Y,Y,Y,N
2953,Western Greenbrier Farmers Market,-80.760056,37.972743,N,-,Y,N,Y,N
2955,Westerville Saturday Farmers Market,-82.913324,40.123435,N,-,Y,Y,Y,Y
2957,Westfield Farmers Market,-72.751662,42.119741999999995,Y,-,Y,N,Y,N
2959,Westgate Farmers Market,-83.078781,39.954491,Y,-,Y,Y,Y,N
2961,Westland Farmers & Artisan Market,-83.380778,42.319173,Y,-,Y,N,Y,N
2963,Westminster Farmers' Market,-71.906161,42.541635,Y,Y,Y,Y,Y,N
2965,Westport Rd Baptist Farmers Market,-85.57169499999999,38.288727,N,-,Y,Y,Y,N
2967,Westside Community Market,-89.470061,43.076159000000004,Y,Y,Y,Y,Y,Y
2969,Westside Community Market,-89.470022,43.076384999999995,Y,Y,Y,Y,Y,Y
2971,Westside Farmers Market,-84.55985799999999,42.734770000000005,Y,N,Y,N,Y,N
2973,Westside Santa Cruz Farmers' Market,-122.057,36.9598,Y,Y,Y,Y,Y,N
2975,Westwood Village Farmers Market,-118.44653000000001,34.061784,Y,Y,Y,N,Y,N
2977,Weymouth Farmers Market,-70.941897,42.181987,N,-,Y,N,Y,N
2979,White House Farmers Market,-86.65300400000001,36.467683,N,-,Y,Y,Y,N
2981,White St. Saturday Market,-93.74172800000001,36.404902,Y,Y,Y,N,Y,N
2983,Whitehaven Kulliye Farmers Market,-90.00828100000001,35.055288,N,-,Y,N,Y,Y
2985,Whitley County Farmers Market ,-84.096509,36.946999999999996,N,Y,Y,N,Y,N
2987,Whitley County Farmers Market (WCFM),-84.159267,36.741975,N,Y,Y,N,Y,N
2989,Whittier Farmers Market,-93.28003199999999,44.955321000000005,N,Y,Y,N,N,N
2991,Wilber Farmers Market,-97.114886,40.64738,N,-,Y,N,Y,N
2993,Wild West Farmers Market,-101.99615,33.578343,N,-,Y,N,Y,Y
2995,Wilkes County Farmers' Market,-81.1452,36.159075,Y,Y,Y,Y,Y,N
2997,Wilkinsburg Thursday Open Market,-79.89086400000001,40.445948,N,N,Y,N,Y,N
2999,Williamsburg Farmers Market,-76.706717,37.269293,N,Y,Y,Y,Y,N
3001,Williamson Farmers Market,-82.277984,37.674029,N,N,Y,Y,Y,N
3003,Willow Glen Farmers' Market,-121.81930600000001,37.296867,Y,Y,Y,Y,Y,N
3005,Winchester Farmers Market,-71.137946,42.452024,Y,Y,Y,Y,Y,N
3007,Winchester Farmers' Market,-84.977051,40.1721,N,Y,Y,N,Y,N
3009,Winchester Road Farmers Market,-86.526471,34.801092,Y,-,Y,Y,Y,N
3011,Windmill Park Farmers Market in Cornville,-111.908597,34.739119,N,N,Y,Y,Y,N
3013,Winnsboro Farmers' Market,-95.28964599999999,32.957692,N,N,Y,Y,Y,Y
3015,Winter Farmers Market by Grow Oak Ridge,-84.251024,36.017239000000004,N,N,Y,Y,N,N
3017,Winter Farmers Market presented by Bellin Health,-88.01125,44.517943,Y,Y,Y,Y,Y,N
3019,Winter Makers Market,-106.32952399999999,42.850412,N,N,Y,N,N,N
3021,Winters Farmers Market at The Crossing at Hollar Mill,-81.3258422,35.735392,N,Y,Y,Y,Y,N
3023,Wisconsin Rapids Downtown Farmers Market,-89.82674,44.392924,Y,-,Y,N,Y,N
3025,Wise Farmers' Market,-82.578257,36.976874200000005,Y,-,Y,N,Y,N
3027,WNC Farmers Market,-82.598648,35.555133000000005,N,Y,Y,Y,Y,Y
3029,Wolfe County Farmers Market,-83.542778,37.727015,Y,N,Y,N,Y,N
3031,Wolfeboro Area Farmers Market,-71.202747,43.580593,N,Y,Y,Y,Y,N
3033,Wolfforth Farmers Market,-102.01633050000001,33.5197029,Y,-,Y,Y,Y,N
3035,Woodford County Farmers Market,-84.68230799999999,38.149925,Y,N,Y,Y,Y,N
3037,Woodford County Farmers' Market,-84.733856,38.050275,Y,Y,Y,Y,Y,N
3039,Woodstock Farm Festival,-74.117834,42.040521999999996,Y,Y,Y,Y,Y,N
3041,Woodstock Farm Fresh Market ,-84.52091999999999,34.100488,N,-,Y,Y,Y,Y
3043,Woodstock Farmers Market - Winter,-88.435654,42.310266,Y,Y,Y,Y,Y,N
3045,Woodstock Farmers Market-Saturday Summer,-88.435654,42.310266,N,Y,Y,Y,Y,Y
3047,Woodstock Farmers Market-Tuesday Summer,-88.435654,42.310266,N,Y,Y,Y,Y,Y
3049,Woodward Farmers' Market Association,-99.3957807,36.4314963,N,N,Y,Y,Y,N
3051,Woolery Farmers' Market,-86.559788,39.138753,N,Y,Y,Y,Y,Y
3053,Woonsocket Farmers Market,-71.50432099999999,42.007653999999995,Y,-,Y,N,Y,N
3055,Wrightstown Farmers Market,-75.106815,40.336871,Y,Y,Y,Y,Y,Y
3057,Wytheville Farmers Market,-81.0833677,36.94863970000001,N,-,Y,Y,Y,N
3059,Yardlet Farmers Market - Indoor Winter Market,-74.841627,40.243417,N,Y,Y,Y,Y,N
3061,Yardley Farmers Market,-74.839997,40.240829,N,-,Y,Y,Y,N
3063,Yates County Cooperative Farm and Craft Market (Penn Yan Market),-77.053889,42.661345000000004,Y,Y,Y,Y,Y,N
3065,Yellow Green Farmers Market,-80.16924300000001,26.030260000000002,N,Y,Y,Y,Y,Y
3067,Yorktown Farmers Marketplace,-85.495124,40.177147,N,-,Y,Y,Y,N
3069,Your Neighborhood Farmers Market-CityCentre,-95.386342,29.780471999999996,N,Y,Y,Y,Y,N
3071,Your Neighborhood Farmers Market-LaCenterra at Cinco Ranch,-95.7750405,29.741367800000003,N,Y,Y,Y,Y,Y
3073,Your Neighborhood Farmers Market-Park Lakes,-95.2539369,29.9415214,N,Y,Y,Y,Y,Y
3075,Your Neighborhood Farmers Market-Summerwood,-95.17738320000001,29.9341141,N,Y,Y,Y,Y,Y
3077,Your Neighborhood Farmers Market-The Groves,-95.26831,29.988144000000002,N,-,Y,Y,Y,N
3079,Your Neighborhood Farmers Market-Towne Lake at Boardwalk,-95.68729809999999,29.922380800000003,N,Y,Y,Y,Y,N
3081,Ypsilanti Farmers Market- Downtown,-83.614751,42.240285,Y,Y,Y,Y,Y,N
